,시도,시군구,월,일,경상자수,부상신고자수,중상자수,부상자수,사고건수,사망자수,연도
450,인천,연수구,10월,04일,2,0,0,2,2,0,2018년
451,인천,연수구,11월,04일,1,0,0,1,1,0,2018년
452,인천,연수구,12월,04일,0,0,0,0,0,0,2018년
453,인천,옹진군,01월,04일,0,0,0,0,0,0,2018년
454,인천,옹진군,03월,04일,0,0,0,0,0,0,2018년
455,인천,옹진군,04월,04일,0,0,0,0,0,0,2018년
456,인천,옹진군,05월,04일,0,0,0,0,0,0,2018년
457,인천,옹진군,06월,04일,0,0,0,0,1,1,2018년
458,인천,옹진군,07월,04일,0,0,0,0,0,0,2018년
459,인천,옹진군,08월,04일,0,0,0,0,0,0,2018년
460,인천,옹진군,09월,04일,0,0,0,0,0,0,2018년
461,인천,옹진군,10월,04일,0,1,0,1,1,0,2018년
462,인천,옹진군,11월,04일,2,0,0,2,1,0,2018년
463,인천,옹진군,12월,04일,1,0,0,1,1,0,2018년
464,인천,중구,01월,04일,3,0,0,3,2,0,2018년
465,인천,중구,02월,04일,1,0,1,2,3,1,2018년
466,인천,중구,03월,04일,0,0,0,0,0,0,2018년
467,인천,중구,04월,04일,3,0,1,4,1,0,2018년
468,인천,중구,05월,04일,5,0,1,6,3,0,2018년
469,인천,중구,06월,04일,3,0,0,3,1,0,2018년
470,인천,중구,07월,04일,3,0,1,4,4,0,2018년
471,인천,중구,08월,04일,3,0,0,3,3,0,2018년
472,인천,중구,09월,04일,0,0,1,1,1,0,2018년
473,인천,중구,10월,04일,5,0,1,6,4,0,2018년
474,인천,중구,11월,04일,3,0,2,5,2,0,2018년
475,인천,중구,12월,04일,1,1,0,2,1,0,2018년
476,인천,강화군,01월,05일,0,0,1,1,1,0,2018년
477,인천,강화군,02월,05일,0,0,0,0,0,0,2018년
478,인천,강화군,03월,05일,0,0,0,0,0,0,2018년
479,인천,강화군,04월,05일,2,0,3,5,2,1,2018년
480,인천,강화군,05월,05일,5,0,0,5,2,0,2018년
481,인천,강화군,06월,05일,0,0,0,0,0,0,2018년
482,인천,강화군,07월,05일,2,0,0,2,1,0,2018년
483,인천,강화군,08월,05일,0,0,1,1,1,0,2018년
484,인천,강화군,09월,05일,1,0,0,1,1,0,2018년
485,인천,강화군,10월,05일,2,0,0,2,1,0,2018년
486,인천,강화군,11월,05일,0,0,0,0,0,0,2018년
487,인천,강화군,12월,05일,0,0,0,0,0,0,2018년
488,인천,계양구,01월,05일,0,0,0,0,0,0,2018년
489,인천,계양구,02월,05일,4,0,0,4,3,0,2018년
490,인천,계양구,03월,05일,3,0,2,5,4,0,2018년
491,인천,계양구,04월,05일,1,1,1,3,2,0,2018년
492,인천,계양구,05월,05일,3,0,0,3,3,0,2018년
493,인천,계양구,06월,05일,0,0,1,1,1,0,2018년
494,인천,계양구,07월,05일,0,0,0,0,0,0,2018년
495,인천,계양구,08월,05일,0,1,0,1,1,0,2018년
496,인천,계양구,09월,05일,1,0,0,1,1,0,2018년
497,인천,계양구,10월,05일,0,0,0,0,0,0,2018년
498,인천,계양구,11월,05일,2,0,0,2,2,0,2018년
499,인천,계양구,12월,05일,2,0,0,2,1,0,2018년
500,인천,남동구,01월,05일,2,0,1,3,3,0,2018년
501,인천,남동구,02월,05일,13,0,1,14,8,0,2018년
502,인천,남동구,03월,05일,4,0,6,10,7,0,2018년
503,인천,남동구,04월,05일,5,1,1,7,7,0,2018년
504,인천,남동구,05월,05일,2,0,0,2,2,0,2018년
505,인천,남동구,06월,05일,4,0,1,5,5,0,2018년
506,인천,남동구,07월,05일,9,0,1,10,6,0,2018년
507,인천,남동구,08월,05일,1,0,2,3,2,0,2018년
508,인천,남동구,09월,05일,9,0,5,14,9,0,2018년
509,인천,남동구,10월,05일,6,3,1,10,7,0,2018년
510,인천,남동구,11월,05일,1,0,0,1,1,0,2018년
511,인천,남동구,12월,05일,12,0,3,15,11,1,2018년
512,인천,동구,01월,05일,0,0,0,0,0,0,2018년
513,인천,동구,02월,05일,0,1,1,2,1,0,2018년
514,인천,동구,03월,05일,0,0,1,1,1,0,2018년
515,인천,동구,04월,05일,0,0,0,0,0,0,2018년
516,인천,동구,05월,05일,0,0,0,0,0,0,2018년
517,인천,동구,06월,05일,1,0,1,2,2,0,2018년
518,인천,동구,07월,05일,1,0,1,2,2,0,2018년
519,인천,동구,08월,05일,0,0,0,0,0,0,2018년
520,인천,동구,09월,05일,0,0,0,0,0,0,2018년
521,인천,동구,10월,05일,0,1,0,1,1,0,2018년
522,인천,동구,11월,05일,0,0,0,0,0,0,2018년
523,인천,동구,12월,05일,0,0,0,0,0,0,2018년
524,인천,미추홀구,01월,05일,3,0,0,3,2,0,2018년
525,인천,미추홀구,02월,05일,2,0,2,4,4,0,2018년
526,인천,미추홀구,03월,05일,5,2,1,8,6,0,2018년
527,인천,미추홀구,04월,05일,2,1,0,3,3,0,2018년
528,인천,미추홀구,05월,05일,7,0,1,8,5,0,2018년
529,인천,미추홀구,06월,05일,2,2,1,5,4,0,2018년
530,인천,미추홀구,07월,05일,2,1,1,4,4,0,2018년
531,인천,미추홀구,08월,05일,4,0,1,5,3,0,2018년
532,인천,미추홀구,09월,05일,2,1,1,4,4,0,2018년
533,인천,미추홀구,10월,05일,4,0,2,6,5,1,2018년
534,인천,미추홀구,11월,05일,5,2,0,7,7,0,2018년
535,인천,미추홀구,12월,05일,2,0,0,2,2,0,2018년
536,인천,부평구,01월,05일,1,0,4,5,3,0,2018년
537,인천,부평구,02월,05일,8,0,4,12,6,0,2018년
538,인천,부평구,03월,05일,6,1,1,8,5,0,2018년
539,인천,부평구,04월,05일,9,2,1,12,6,0,2018년
540,인천,부평구,05월,05일,3,1,1,5,4,0,2018년
541,인천,부평구,06월,05일,8,0,1,9,8,0,2018년
542,인천,부평구,07월,05일,2,1,2,5,3,0,2018년
543,인천,부평구,08월,05일,2,0,0,2,2,0,2018년
544,인천,부평구,09월,05일,3,0,0,3,3,0,2018년
545,인천,부평구,10월,05일,3,0,1,4,4,0,2018년
546,인천,부평구,11월,05일,1,0,1,2,2,0,2018년
547,인천,부평구,12월,05일,15,0,2,17,9,0,2018년
548,인천,서구,01월,05일,3,1,1,5,3,0,2018년
549,인천,서구,02월,05일,6,0,1,7,5,0,2018년
550,인천,서구,03월,05일,5,1,4,10,8,0,2018년
551,인천,서구,04월,05일,5,0,0,5,3,0,2018년
552,인천,서구,05월,05일,3,0,0,3,2,0,2018년
553,인천,서구,06월,05일,16,0,4,20,9,0,2018년
554,인천,서구,07월,05일,3,0,0,3,3,0,2018년
555,인천,서구,08월,05일,2,0,2,4,2,0,2018년
556,인천,서구,09월,05일,3,0,2,5,3,0,2018년
557,인천,서구,10월,05일,5,0,0,5,5,0,2018년
558,인천,서구,11월,05일,3,1,2,6,5,0,2018년
559,인천,서구,12월,05일,5,0,0,5,3,0,2018년
560,인천,연수구,01월,05일,5,0,1,6,4,0,2018년
561,인천,연수구,02월,05일,2,1,2,5,3,0,2018년
562,인천,연수구,03월,05일,0,0,0,0,0,0,2018년
563,인천,연수구,04월,05일,1,0,2,3,3,0,2018년
564,인천,연수구,05월,05일,2,0,2,4,4,0,2018년
565,인천,연수구,06월,05일,1,0,2,3,2,0,2018년
566,인천,연수구,07월,05일,0,0,0,0,0,0,2018년
567,인천,연수구,08월,05일,0,0,0,0,0,0,2018년
568,인천,연수구,09월,05일,1,0,0,1,1,0,2018년
569,인천,연수구,10월,05일,3,0,2,5,5,0,2018년
570,인천,연수구,11월,05일,1,0,0,1,3,2,2018년
571,인천,연수구,12월,05일,2,0,1,3,2,0,2018년
572,인천,옹진군,01월,05일,0,0,0,0,0,0,2018년
573,인천,옹진군,03월,05일,0,0,0,0,0,0,2018년
574,인천,옹진군,04월,05일,0,0,2,2,1,0,2018년
575,인천,옹진군,05월,05일,0,0,0,0,0,0,2018년
576,인천,옹진군,06월,05일,0,0,0,0,0,0,2018년
577,인천,옹진군,07월,05일,0,0,0,0,0,0,2018년
578,인천,옹진군,08월,05일,0,0,0,0,0,0,2018년
579,인천,옹진군,09월,05일,0,0,0,0,0,0,2018년
580,인천,옹진군,10월,05일,0,0,0,0,0,0,2018년
581,인천,옹진군,11월,05일,0,0,0,0,0,0,2018년
582,인천,옹진군,12월,05일,0,0,0,0,0,0,2018년
583,인천,중구,01월,05일,0,0,0,0,0,0,2018년
584,인천,중구,02월,05일,0,0,1,1,1,0,2018년
585,인천,중구,03월,05일,2,0,0,2,2,0,2018년
586,인천,중구,04월,05일,2,0,0,2,2,0,2018년
587,인천,중구,05월,05일,2,0,6,8,3,0,2018년
588,인천,중구,06월,05일,0,0,3,3,1,0,2018년
589,인천,중구,07월,05일,5,0,0,5,4,0,2018년
590,인천,중구,08월,05일,1,0,0,1,1,0,2018년
591,인천,중구,09월,05일,2,0,1,3,3,0,2018년
592,인천,중구,10월,05일,2,0,1,3,2,0,2018년
593,인천,중구,11월,05일,0,0,0,0,0,0,2018년
594,인천,중구,12월,05일,0,0,0,0,0,0,2018년
595,인천,강화군,01월,06일,0,0,0,0,0,0,2018년
596,인천,강화군,02월,06일,0,0,0,0,0,0,2018년
597,인천,강화군,03월,06일,0,0,0,0,0,0,2018년
598,인천,강화군,04월,06일,0,0,0,0,0,0,2018년
599,인천,강화군,05월,06일,0,0,0,0,0,0,2018년
600,인천,강화군,06월,06일,0,0,0,0,0,0,2018년
601,인천,강화군,07월,06일,2,0,0,2,1,0,2018년
602,인천,강화군,08월,06일,0,0,1,1,1,0,2018년
603,인천,강화군,09월,06일,0,0,0,0,0,0,2018년
604,인천,강화군,10월,06일,0,0,1,1,1,0,2018년
605,인천,강화군,11월,06일,0,0,1,1,1,0,2018년
606,인천,강화군,12월,06일,1,0,0,1,1,0,2018년
607,인천,계양구,01월,06일,3,0,2,5,5,0,2018년
608,인천,계양구,02월,06일,2,0,1,3,3,0,2018년
609,인천,계양구,03월,06일,4,0,2,6,3,0,2018년
610,인천,계양구,04월,06일,7,0,0,7,3,0,2018년
611,인천,계양구,05월,06일,3,0,0,3,1,0,2018년
612,인천,계양구,06월,06일,6,0,6,12,6,0,2018년
613,인천,계양구,07월,06일,2,0,0,2,2,0,2018년
614,인천,계양구,08월,06일,2,0,1,3,4,1,2018년
615,인천,계양구,09월,06일,3,2,0,5,2,0,2018년
616,인천,계양구,10월,06일,0,1,1,2,2,0,2018년
617,인천,계양구,11월,06일,1,0,0,1,1,0,2018년
618,인천,계양구,12월,06일,2,0,0,2,2,0,2018년
619,인천,남동구,01월,06일,2,0,0,2,2,0,2018년
620,인천,남동구,02월,06일,9,0,0,9,7,0,2018년
621,인천,남동구,03월,06일,3,0,0,3,3,0,2018년
622,인천,남동구,04월,06일,6,0,1,7,4,0,2018년
623,인천,남동구,05월,06일,7,0,3,10,3,0,2018년
624,인천,남동구,06월,06일,4,0,2,6,4,0,2018년
625,인천,남동구,07월,06일,4,0,0,4,3,0,2018년
626,인천,남동구,08월,06일,4,3,1,8,5,0,2018년
627,인천,남동구,09월,06일,4,1,1,6,6,0,2018년
628,인천,남동구,10월,06일,2,0,2,4,4,0,2018년
629,인천,남동구,11월,06일,4,0,1,5,4,0,2018년
630,인천,남동구,12월,06일,1,0,0,1,1,0,2018년
631,인천,동구,01월,06일,1,0,0,1,1,0,2018년
632,인천,동구,02월,06일,0,0,0,0,0,0,2018년
633,인천,동구,03월,06일,0,0,0,0,0,0,2018년
634,인천,동구,04월,06일,0,0,1,1,1,0,2018년
635,인천,동구,05월,06일,0,0,0,0,0,0,2018년
636,인천,동구,06월,06일,0,1,0,1,1,0,2018년
637,인천,동구,07월,06일,1,0,0,1,1,0,2018년
638,인천,동구,08월,06일,0,0,1,1,1,0,2018년
639,인천,동구,09월,06일,2,1,1,4,2,0,2018년
640,인천,동구,10월,06일,2,0,0,2,2,0,2018년
641,인천,동구,11월,06일,1,0,0,1,1,0,2018년
642,인천,동구,12월,06일,0,0,0,0,0,0,2018년
643,인천,미추홀구,01월,06일,3,0,0,3,3,0,2018년
644,인천,미추홀구,02월,06일,11,1,2,14,7,0,2018년
645,인천,미추홀구,03월,06일,5,0,0,5,4,0,2018년
646,인천,미추홀구,04월,06일,1,1,2,4,3,0,2018년
647,인천,미추홀구,05월,06일,1,1,0,2,1,0,2018년
648,인천,미추홀구,06월,06일,4,0,2,6,5,0,2018년
649,인천,미추홀구,07월,06일,2,0,2,4,4,0,2018년
650,인천,미추홀구,08월,06일,1,0,0,1,1,0,2018년
651,인천,미추홀구,09월,06일,5,0,0,5,4,0,2018년
652,인천,미추홀구,10월,06일,1,0,1,2,1,0,2018년
653,인천,미추홀구,11월,06일,5,0,1,6,6,0,2018년
654,인천,미추홀구,12월,06일,0,0,0,0,0,0,2018년
655,인천,부평구,01월,06일,7,0,1,8,7,0,2018년
656,인천,부평구,02월,06일,5,0,1,6,4,0,2018년
657,인천,부평구,03월,06일,1,0,1,2,2,0,2018년
658,인천,부평구,04월,06일,5,0,1,6,4,0,2018년
659,인천,부평구,05월,06일,1,0,1,2,1,0,2018년
660,인천,부평구,06월,06일,4,0,1,5,2,0,2018년
661,인천,부평구,07월,06일,0,1,0,1,1,0,2018년
662,인천,부평구,08월,06일,6,0,0,6,4,0,2018년
663,인천,부평구,09월,06일,3,0,0,3,2,0,2018년
664,인천,부평구,10월,06일,8,0,2,10,5,1,2018년
665,인천,부평구,11월,06일,0,0,0,0,0,0,2018년
666,인천,부평구,12월,06일,0,0,0,0,0,0,2018년
667,인천,서구,01월,06일,2,0,0,2,2,0,2018년
668,인천,서구,02월,06일,5,0,2,7,5,1,2018년
669,인천,서구,03월,06일,4,0,1,5,4,0,2018년
670,인천,서구,04월,06일,3,1,0,4,2,0,2018년
671,인천,서구,05월,06일,2,0,0,2,1,0,2018년
672,인천,서구,06월,06일,3,0,2,5,5,0,2018년
673,인천,서구,07월,06일,0,0,0,0,0,0,2018년
674,인천,서구,08월,06일,6,0,1,7,5,0,2018년
675,인천,서구,09월,06일,0,3,3,6,4,0,2018년
676,인천,서구,10월,06일,7,0,2,9,6,0,2018년
677,인천,서구,11월,06일,3,0,0,3,3,0,2018년
678,인천,서구,12월,06일,1,0,0,1,1,0,2018년
679,인천,연수구,01월,06일,0,0,1,1,2,1,2018년
680,인천,연수구,02월,06일,4,0,1,5,5,0,2018년
681,인천,연수구,03월,06일,1,0,1,2,2,0,2018년
682,인천,연수구,04월,06일,2,0,2,4,4,0,2018년
683,인천,연수구,05월,06일,3,0,0,3,2,0,2018년
684,인천,연수구,06월,06일,0,1,0,1,1,0,2018년
685,인천,연수구,07월,06일,2,0,0,2,2,0,2018년
686,인천,연수구,08월,06일,1,0,0,1,1,0,2018년
687,인천,연수구,09월,06일,2,0,0,2,2,0,2018년
688,인천,연수구,10월,06일,1,0,0,1,1,0,2018년
689,인천,연수구,11월,06일,1,0,1,2,2,0,2018년
690,인천,연수구,12월,06일,0,0,2,2,2,0,2018년
691,인천,옹진군,01월,06일,0,0,0,0,0,0,2018년
692,인천,옹진군,03월,06일,0,0,1,1,1,0,2018년
693,인천,옹진군,04월,06일,0,0,0,0,0,0,2018년
694,인천,옹진군,05월,06일,0,0,0,0,0,0,2018년
695,인천,옹진군,06월,06일,0,0,0,0,0,0,2018년
696,인천,옹진군,07월,06일,0,0,0,0,0,0,2018년
697,인천,옹진군,08월,06일,0,0,0,0,0,0,2018년
698,인천,옹진군,09월,06일,0,0,0,0,0,0,2018년
699,인천,옹진군,10월,06일,2,0,0,2,1,0,2018년
700,인천,옹진군,11월,06일,2,0,0,2,1,0,2018년
701,인천,옹진군,12월,06일,0,0,0,0,0,0,2018년
702,인천,중구,01월,06일,0,0,0,0,0,0,2018년
703,인천,중구,02월,06일,1,0,2,3,2,0,2018년
704,인천,중구,03월,06일,0,0,0,0,0,0,2018년
705,인천,중구,04월,06일,1,0,0,1,1,0,2018년
706,인천,중구,05월,06일,0,1,0,1,1,0,2018년
707,인천,중구,06월,06일,4,0,1,5,3,0,2018년
708,인천,중구,07월,06일,2,0,0,2,3,1,2018년
709,인천,중구,08월,06일,2,0,3,5,3,0,2018년
710,인천,중구,09월,06일,0,0,0,0,0,0,2018년
711,인천,중구,10월,06일,0,0,1,1,1,0,2018년
712,인천,중구,11월,06일,0,0,1,1,1,0,2018년
713,인천,중구,12월,06일,1,0,0,1,1,0,2018년
714,인천,강화군,01월,07일,0,0,0,0,0,0,2018년
715,인천,강화군,02월,07일,0,0,0,0,0,0,2018년
716,인천,강화군,03월,07일,0,0,0,0,0,0,2018년
717,인천,강화군,04월,07일,0,0,0,0,0,0,2018년
718,인천,강화군,05월,07일,0,0,1,1,1,0,2018년
719,인천,강화군,06월,07일,0,0,0,0,0,0,2018년
720,인천,강화군,07월,07일,0,0,1,1,1,0,2018년
721,인천,강화군,08월,07일,0,0,0,0,0,0,2018년
722,인천,강화군,09월,07일,0,0,0,0,0,0,2018년
723,인천,강화군,10월,07일,0,0,0,0,0,0,2018년
724,인천,강화군,11월,07일,2,0,0,2,1,0,2018년
725,인천,강화군,12월,07일,0,0,0,0,0,0,2018년
726,인천,계양구,01월,07일,1,0,2,3,2,0,2018년
727,인천,계양구,02월,07일,4,0,0,4,2,0,2018년
728,인천,계양구,03월,07일,1,0,0,1,1,0,2018년
729,인천,계양구,04월,07일,5,0,2,7,4,0,2018년
730,인천,계양구,05월,07일,0,0,2,2,2,0,2018년
731,인천,계양구,06월,07일,1,0,0,1,1,0,2018년
732,인천,계양구,07월,07일,3,0,0,3,3,0,2018년
733,인천,계양구,08월,07일,4,0,0,4,4,0,2018년
734,인천,계양구,09월,07일,2,2,0,4,3,0,2018년
735,인천,계양구,10월,07일,2,2,1,5,3,0,2018년
736,인천,계양구,11월,07일,1,0,2,3,3,0,2018년
737,인천,계양구,12월,07일,0,1,1,2,2,0,2018년
738,인천,남동구,01월,07일,4,1,1,6,4,0,2018년
739,인천,남동구,02월,07일,4,0,0,4,3,0,2018년
740,인천,남동구,03월,07일,0,0,1,1,1,0,2018년
741,인천,남동구,04월,07일,4,0,1,5,4,0,2018년
742,인천,남동구,05월,07일,2,1,1,4,3,0,2018년
743,인천,남동구,06월,07일,1,0,1,2,2,0,2018년
744,인천,남동구,07월,07일,5,0,0,5,4,0,2018년
745,인천,남동구,08월,07일,2,0,0,2,2,0,2018년
746,인천,남동구,09월,07일,3,2,2,7,5,0,2018년
747,인천,남동구,10월,07일,3,0,1,4,2,0,2018년
748,인천,남동구,11월,07일,4,1,0,5,5,0,2018년
749,인천,남동구,12월,07일,8,1,0,9,7,0,2018년
750,인천,동구,01월,07일,0,0,0,0,0,0,2018년
751,인천,동구,02월,07일,0,0,1,1,1,0,2018년
752,인천,동구,03월,07일,1,0,0,1,1,0,2018년
753,인천,동구,04월,07일,0,0,0,0,0,0,2018년
754,인천,동구,05월,07일,0,0,0,0,0,0,2018년
755,인천,동구,06월,07일,2,0,0,2,2,0,2018년
756,인천,동구,07월,07일,0,0,0,0,0,0,2018년
757,인천,동구,08월,07일,0,0,0,0,0,0,2018년
758,인천,동구,09월,07일,0,0,0,0,0,0,2018년
759,인천,동구,10월,07일,0,0,0,0,0,0,2018년
760,인천,동구,11월,07일,0,0,0,0,0,0,2018년
761,인천,동구,12월,07일,0,0,0,0,0,0,2018년
762,인천,미추홀구,01월,07일,8,1,1,10,6,0,2018년
763,인천,미추홀구,02월,07일,10,0,3,13,9,1,2018년
764,인천,미추홀구,03월,07일,5,0,0,5,3,0,2018년
765,인천,미추홀구,04월,07일,4,0,0,4,2,0,2018년
766,인천,미추홀구,05월,07일,1,1,0,2,2,0,2018년
767,인천,미추홀구,06월,07일,4,0,2,6,3,0,2018년
768,인천,미추홀구,07월,07일,6,0,0,6,3,0,2018년
769,인천,미추홀구,08월,07일,3,0,0,3,2,0,2018년
770,인천,미추홀구,09월,07일,1,0,1,2,2,0,2018년
771,인천,미추홀구,10월,07일,4,0,2,6,3,0,2018년
772,인천,미추홀구,11월,07일,1,0,1,2,2,0,2018년
773,인천,미추홀구,12월,07일,4,1,1,6,5,1,2018년
774,인천,부평구,01월,07일,8,0,0,8,3,0,2018년
775,인천,부평구,02월,07일,3,0,1,4,2,0,2018년
776,인천,부평구,03월,07일,1,0,0,1,1,0,2018년
777,인천,부평구,04월,07일,3,0,1,4,1,0,2018년
778,인천,부평구,05월,07일,5,0,1,6,4,0,2018년
779,인천,부평구,06월,07일,2,0,1,3,2,0,2018년
780,인천,부평구,07월,07일,2,0,1,3,2,0,2018년
781,인천,부평구,08월,07일,3,0,0,3,2,0,2018년
782,인천,부평구,09월,07일,1,0,2,3,3,0,2018년
783,인천,부평구,10월,07일,0,0,1,1,1,0,2018년
784,인천,부평구,11월,07일,2,0,2,4,4,0,2018년
785,인천,부평구,12월,07일,5,0,3,8,7,0,2018년
786,인천,서구,01월,07일,4,0,2,6,3,0,2018년
787,인천,서구,02월,07일,4,1,5,10,7,0,2018년
788,인천,서구,03월,07일,4,0,2,6,5,0,2018년
789,인천,서구,04월,07일,0,1,0,1,1,0,2018년
790,인천,서구,05월,07일,6,1,0,7,4,0,2018년
791,인천,서구,06월,07일,2,0,2,4,3,0,2018년
792,인천,서구,07월,07일,3,1,1,5,3,0,2018년
793,인천,서구,08월,07일,6,0,0,6,3,0,2018년
794,인천,서구,09월,07일,7,0,2,9,6,0,2018년
795,인천,서구,10월,07일,3,0,1,4,3,0,2018년
796,인천,서구,11월,07일,5,0,1,6,4,0,2018년
797,인천,서구,12월,07일,4,0,0,4,3,0,2018년
798,인천,연수구,01월,07일,0,0,2,2,1,0,2018년
799,인천,연수구,02월,07일,1,0,0,1,1,0,2018년
800,인천,연수구,03월,07일,2,0,1,3,2,0,2018년
801,인천,연수구,04월,07일,6,0,2,8,4,0,2018년
802,인천,연수구,05월,07일,2,1,0,3,3,0,2018년
803,인천,연수구,06월,07일,1,0,3,4,3,0,2018년
804,인천,연수구,07월,07일,3,0,3,6,4,0,2018년
805,인천,연수구,08월,07일,4,1,1,6,4,0,2018년
806,인천,연수구,09월,07일,3,0,1,4,3,0,2018년
807,인천,연수구,10월,07일,1,0,0,1,1,0,2018년
808,인천,연수구,11월,07일,3,0,1,4,3,0,2018년
809,인천,연수구,12월,07일,2,0,0,2,1,0,2018년
810,인천,옹진군,01월,07일,0,0,0,0,0,0,2018년
811,인천,옹진군,03월,07일,0,0,0,0,0,0,2018년
812,인천,옹진군,04월,07일,0,0,0,0,0,0,2018년
813,인천,옹진군,05월,07일,0,0,0,0,0,0,2018년
814,인천,옹진군,06월,07일,0,0,0,0,0,0,2018년
815,인천,옹진군,07월,07일,0,0,0,0,0,0,2018년
816,인천,옹진군,08월,07일,0,0,0,0,0,0,2018년
817,인천,옹진군,09월,07일,0,0,0,0,0,0,2018년
818,인천,옹진군,10월,07일,0,0,0,0,0,0,2018년
819,인천,옹진군,11월,07일,0,0,0,0,0,0,2018년
820,인천,옹진군,12월,07일,0,0,0,0,0,0,2018년
821,인천,중구,01월,07일,2,0,0,2,1,0,2018년
822,인천,중구,02월,07일,0,0,1,1,1,0,2018년
823,인천,중구,03월,07일,1,0,0,1,1,0,2018년
824,인천,중구,04월,07일,4,1,3,8,4,0,2018년
825,인천,중구,05월,07일,0,0,0,0,0,0,2018년
826,인천,중구,06월,07일,0,0,0,0,0,0,2018년
827,인천,중구,07월,07일,3,0,4,7,4,0,2018년
828,인천,중구,08월,07일,5,0,1,6,1,0,2018년
829,인천,중구,09월,07일,1,0,0,1,1,0,2018년
830,인천,중구,10월,07일,4,0,0,4,2,0,2018년
831,인천,중구,11월,07일,2,0,0,2,1,0,2018년
832,인천,중구,12월,07일,0,0,1,1,1,0,2018년
833,인천,강화군,01월,08일,1,0,0,1,1,0,2018년
834,인천,강화군,02월,08일,0,0,1,1,1,0,2018년
835,인천,강화군,03월,08일,0,0,1,1,1,0,2018년
836,인천,강화군,04월,08일,0,0,0,0,0,0,2018년
837,인천,강화군,05월,08일,0,0,0,0,0,0,2018년
838,인천,강화군,06월,08일,0,0,0,0,0,0,2018년
839,인천,강화군,07월,08일,0,0,1,1,1,0,2018년
840,인천,강화군,08월,08일,1,0,1,2,2,0,2018년
841,인천,강화군,09월,08일,0,0,0,0,0,0,2018년
842,인천,강화군,10월,08일,0,0,1,1,1,0,2018년
843,인천,강화군,11월,08일,0,0,1,1,1,0,2018년
844,인천,강화군,12월,08일,0,1,0,1,1,0,2018년
845,인천,계양구,01월,08일,3,0,0,3,3,0,2018년
846,인천,계양구,02월,08일,9,0,1,10,2,0,2018년
847,인천,계양구,03월,08일,2,0,0,2,1,0,2018년
848,인천,계양구,04월,08일,0,0,0,0,0,0,2018년
849,인천,계양구,05월,08일,2,0,0,2,2,0,2018년
850,인천,계양구,06월,08일,2,0,1,3,2,0,2018년
851,인천,계양구,07월,08일,1,0,1,2,2,0,2018년
852,인천,계양구,08월,08일,1,0,0,1,1,0,2018년
853,인천,계양구,09월,08일,3,0,2,5,4,0,2018년
854,인천,계양구,10월,08일,0,0,2,2,2,0,2018년
855,인천,계양구,11월,08일,5,0,2,7,5,0,2018년
856,인천,계양구,12월,08일,4,0,0,4,4,0,2018년
857,인천,남동구,01월,08일,1,0,1,2,2,0,2018년
