,구별,날짜,강수량,1시간최다강수량,사망자수,중상자수,경상자수,부상신고자수,건수,강수여부,폭우여부1,폭우여부2,폭우여부종합
4476,구로구,2018-04-08,4.5,3.5,0.0,0.0,2.0,0.0,2.0,1.0,0,0,0
4477,구로구,2018-04-09,0.0,0.0,0.0,3.0,11.0,2.0,8.0,0.0,0,0,0
4478,구로구,2018-04-10,1.5,1.5,0.0,2.0,5.0,1.0,6.0,1.0,0,0,0
4479,구로구,2018-04-11,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0
4480,구로구,2018-04-12,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0,0,0
4481,구로구,2018-04-13,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0,0,0
4482,구로구,2018-04-14,9.5,2.5,0.0,3.0,3.0,0.0,5.0,1.0,0,0,0
4483,구로구,2018-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4484,구로구,2018-04-16,0.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0,0,0
4485,구로구,2018-04-17,0.0,0.0,0.0,5.0,6.0,0.0,8.0,0.0,0,0,0
4486,구로구,2018-04-18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4487,구로구,2018-04-19,0.0,0.0,0.0,1.0,3.0,2.0,6.0,0.0,0,0,0
4488,구로구,2018-04-20,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0,0,0
4489,구로구,2018-04-21,0.0,0.0,0.0,2.0,8.0,0.0,6.0,0.0,0,0,0
4490,구로구,2018-04-22,11.5,3.0,0.0,2.0,2.0,0.0,3.0,1.0,0,0,0
4491,구로구,2018-04-23,58.5,10.0,0.0,0.0,5.0,0.0,3.0,1.0,0,0,0
4492,구로구,2018-04-24,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,0,0,0
4493,구로구,2018-04-25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4494,구로구,2018-04-26,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,0,0
4495,구로구,2018-04-27,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0,0,0
4496,구로구,2018-04-28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0
4497,구로구,2018-04-29,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0
4498,구로구,2018-04-30,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0,0,0
4499,구로구,2018-05-01,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0,0,0
4500,구로구,2018-05-02,4.5,2.5,0.0,1.0,2.0,0.0,2.0,1.0,0,0,0
4501,구로구,2018-05-03,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0,0,0
4502,구로구,2018-05-04,0.0,0.0,0.0,2.0,7.0,0.0,5.0,0.0,0,0,0
4503,구로구,2018-05-05,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0,0,0
4504,구로구,2018-05-06,25.0,4.5,0.0,1.0,5.0,0.0,6.0,1.0,0,0,0
4505,구로구,2018-05-07,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4506,구로구,2018-05-08,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0,0,0
4507,구로구,2018-05-09,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0,0,0
4508,구로구,2018-05-10,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0,0,0
4509,구로구,2018-05-11,0.0,0.0,0.0,3.0,5.0,1.0,7.0,0.0,0,0,0
4510,구로구,2018-05-12,30.5,3.5,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
4511,구로구,2018-05-13,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0
4512,구로구,2018-05-14,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0,0,0
4513,구로구,2018-05-15,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0,0,0
4514,구로구,2018-05-16,38.5,31.5,0.0,1.0,7.0,0.0,5.0,1.0,0,1,1
4515,구로구,2018-05-17,65.0,16.0,0.0,3.0,3.0,0.0,4.0,1.0,0,0,0
4516,구로구,2018-05-18,5.5,2.0,0.0,0.0,4.0,0.0,4.0,1.0,0,0,0
4517,구로구,2018-05-19,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0,0,0
4518,구로구,2018-05-20,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0,0,0
4519,구로구,2018-05-21,0.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,0,0,0
4520,구로구,2018-05-22,14.0,3.5,0.0,1.0,8.0,1.0,8.0,1.0,0,0,0
4521,구로구,2018-05-23,6.5,3.0,0.0,3.0,11.0,1.0,11.0,1.0,0,0,0
4522,구로구,2018-05-24,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0,0,0
4523,구로구,2018-05-25,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0,0,0
4524,구로구,2018-05-26,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0,0,0
4525,구로구,2018-05-27,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0,0,0
4526,구로구,2018-05-28,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0,0,0
4527,구로구,2018-05-29,2.0,2.0,0.0,2.0,6.0,0.0,6.0,1.0,0,0,0
4528,구로구,2018-05-30,0.5,0.5,0.0,3.0,6.0,0.0,6.0,1.0,0,0,0
4529,구로구,2018-05-31,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,0,0,0
4530,구로구,2018-06-01,0.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,0,0,0
4531,구로구,2018-06-02,0.0,0.0,0.0,1.0,8.0,0.0,6.0,0.0,0,0,0
4532,구로구,2018-06-03,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0
4533,구로구,2018-06-04,0.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0,0,0
4534,구로구,2018-06-05,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0,0,0
4535,구로구,2018-06-06,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0,0,0
4536,구로구,2018-06-07,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0,0,0
4537,구로구,2018-06-08,0.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0,0,0
4538,구로구,2018-06-09,2.5,1.5,0.0,0.0,3.0,1.0,4.0,1.0,0,0,0
4539,구로구,2018-06-10,1.5,1.0,0.0,1.0,5.0,1.0,5.0,1.0,0,0,0
4540,구로구,2018-06-11,12.0,10.0,0.0,2.0,4.0,0.0,5.0,1.0,0,0,0
4541,구로구,2018-06-12,1.0,0.5,0.0,2.0,9.0,0.0,4.0,1.0,0,0,0
4542,구로구,2018-06-13,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0,0,0
4543,구로구,2018-06-14,34.0,19.0,0.0,0.0,4.0,2.0,4.0,1.0,0,0,0
4544,구로구,2018-06-15,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0,0,0
4545,구로구,2018-06-16,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0
4546,구로구,2018-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4547,구로구,2018-06-18,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0,0,0
4548,구로구,2018-06-19,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0,0,0
4549,구로구,2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4550,구로구,2018-06-21,0.0,0.0,0.0,2.0,12.0,0.0,9.0,0.0,0,0,0
4551,구로구,2018-06-22,0.0,0.0,0.0,1.0,6.0,0.0,7.0,0.0,0,0,0
4552,구로구,2018-06-23,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,0,0,0
4553,구로구,2018-06-24,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0,0,0
4554,구로구,2018-06-25,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0,0,0
4555,구로구,2018-06-26,69.0,19.5,0.0,1.0,7.0,2.0,8.0,1.0,0,0,0
4556,구로구,2018-06-27,0.5,0.5,0.0,2.0,8.0,0.0,6.0,1.0,0,0,0
4557,구로구,2018-06-28,13.0,11.5,0.0,2.0,4.0,0.0,5.0,1.0,0,0,0
4558,구로구,2018-06-29,2.0,1.5,0.0,0.0,4.0,0.0,4.0,1.0,0,0,0
4559,구로구,2018-06-30,1.0,0.5,0.0,0.0,4.0,0.0,3.0,1.0,0,0,0
4560,구로구,2018-07-01,77.0,14.0,0.0,1.0,7.0,0.0,7.0,1.0,0,0,0
4561,구로구,2018-07-02,36.0,8.5,0.0,0.0,3.0,0.0,3.0,1.0,0,0,0
4562,구로구,2018-07-03,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0
4563,구로구,2018-07-04,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0,0,0
4564,구로구,2018-07-05,11.0,11.0,0.0,1.0,1.0,1.0,3.0,1.0,0,0,0
4565,구로구,2018-07-06,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0,0,0
4566,구로구,2018-07-07,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0,0,0
4567,구로구,2018-07-08,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0,0,0
4568,구로구,2018-07-09,16.5,11.0,0.0,6.0,6.0,1.0,9.0,1.0,0,0,0
4569,구로구,2018-07-10,12.5,9.5,0.0,0.0,4.0,0.0,3.0,1.0,0,0,0
4570,구로구,2018-07-11,2.0,1.0,0.0,2.0,6.0,1.0,4.0,1.0,0,0,0
4571,구로구,2018-07-12,1.0,1.0,0.0,4.0,12.0,2.0,8.0,1.0,0,0,0
4572,구로구,2018-07-13,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0,0,0
4573,구로구,2018-07-14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4574,구로구,2018-07-15,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0,0
4575,구로구,2018-07-16,0.0,0.0,1.0,1.0,12.0,0.0,8.0,0.0,0,0,0
4576,구로구,2018-07-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4577,구로구,2018-07-18,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0,0,0
4578,구로구,2018-07-19,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0,0,0
4579,구로구,2018-07-20,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0,0,0
4580,구로구,2018-07-21,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0,0,0
4581,구로구,2018-07-22,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0,0,0
4582,구로구,2018-07-23,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0,0,0
4583,구로구,2018-07-24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4584,구로구,2018-07-25,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0
4585,구로구,2018-07-26,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0,0,0
4586,구로구,2018-07-27,0.0,0.0,0.0,6.0,8.0,2.0,12.0,0.0,0,0,0
4587,구로구,2018-07-28,12.5,12.0,0.0,0.0,11.0,1.0,7.0,1.0,0,0,0
4588,구로구,2018-07-29,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0
4589,구로구,2018-07-30,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0,0,0
4590,구로구,2018-07-31,0.0,0.0,0.0,4.0,16.0,2.0,13.0,0.0,0,0,0
4591,구로구,2018-08-01,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0,0,0
4592,구로구,2018-08-02,0.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0,0,0
4593,구로구,2018-08-03,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0,0,0
4594,구로구,2018-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4595,구로구,2018-08-05,1.0,1.0,0.0,2.0,2.0,2.0,5.0,1.0,0,0,0
4596,구로구,2018-08-06,21.0,11.0,0.0,1.0,1.0,0.0,2.0,1.0,0,0,0
4597,구로구,2018-08-07,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0,0
4598,구로구,2018-08-08,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0,0,0
4599,구로구,2018-08-09,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,0
4600,구로구,2018-08-10,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0
4601,구로구,2018-08-11,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0
4602,구로구,2018-08-12,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0,0,0
4603,구로구,2018-08-13,0.0,0.0,0.0,2.0,5.0,1.0,5.0,0.0,0,0,0
4604,구로구,2018-08-14,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0,0,0
4605,구로구,2018-08-15,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0,0,0
4606,구로구,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4607,구로구,2018-08-17,0.0,0.0,0.0,2.0,10.0,1.0,11.0,0.0,0,0,0
4608,구로구,2018-08-18,0.0,0.0,0.0,2.0,5.0,2.0,8.0,0.0,0,0,0
4609,구로구,2018-08-19,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0,0,0
4610,구로구,2018-08-20,0.0,0.0,0.0,2.0,6.0,1.0,7.0,0.0,0,0,0
4611,구로구,2018-08-21,8.0,3.5,1.0,3.0,3.0,0.0,7.0,1.0,0,0,0
4612,구로구,2018-08-22,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,0
4613,구로구,2018-08-23,4.5,2.0,0.0,0.0,11.0,0.0,6.0,1.0,0,0,0
4614,구로구,2018-08-24,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
4615,구로구,2018-08-25,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0,0,0
4616,구로구,2018-08-26,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0
4617,구로구,2018-08-27,15.0,4.5,0.0,1.0,7.0,0.0,6.0,1.0,0,0,0
4618,구로구,2018-08-28,97.0,47.0,0.0,1.0,2.0,0.0,3.0,1.0,1,1,2
4619,구로구,2018-08-29,15.5,7.5,0.0,2.0,6.0,0.0,6.0,1.0,0,0,0
4620,구로구,2018-08-30,8.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0,0,0
4621,구로구,2018-08-31,0.5,0.5,0.0,0.0,3.0,0.0,3.0,1.0,0,0,0
4622,구로구,2018-09-01,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0,0,0
4623,구로구,2018-09-02,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0,0
4624,구로구,2018-09-03,31.0,22.5,0.0,0.0,5.0,0.0,4.0,1.0,0,0,0
4625,구로구,2018-09-04,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0,0,0
4626,구로구,2018-09-05,0.0,0.0,0.0,3.0,6.0,1.0,10.0,0.0,0,0,0
4627,구로구,2018-09-06,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0
4628,구로구,2018-09-07,1.5,1.5,0.0,0.0,2.0,2.0,3.0,1.0,0,0,0
4629,구로구,2018-09-08,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0,0,0
4630,구로구,2018-09-09,0.0,0.0,0.0,3.0,9.0,0.0,8.0,0.0,0,0,0
4631,구로구,2018-09-10,0.0,0.0,0.0,3.0,5.0,2.0,7.0,0.0,0,0,0
4632,구로구,2018-09-11,0.0,0.0,0.0,1.0,8.0,0.0,4.0,0.0,0,0,0
4633,구로구,2018-09-12,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0,0,0
4634,구로구,2018-09-13,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0,0,0
4635,구로구,2018-09-14,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0,0,0
4636,구로구,2018-09-15,0.5,0.5,0.0,2.0,11.0,3.0,10.0,1.0,0,0,0
4637,구로구,2018-09-16,2.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,0,0,0
4638,구로구,2018-09-17,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,0,0,0
4639,구로구,2018-09-18,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0,0,0
4640,구로구,2018-09-19,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0,0,0
4641,구로구,2018-09-20,3.5,1.5,0.0,3.0,6.0,0.0,6.0,1.0,0,0,0
4642,구로구,2018-09-21,16.5,6.0,0.0,2.0,1.0,0.0,3.0,1.0,0,0,0
4643,구로구,2018-09-22,4.5,4.5,0.0,1.0,3.0,0.0,3.0,1.0,0,0,0
4644,구로구,2018-09-23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4645,구로구,2018-09-24,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0,0,0
4646,구로구,2018-09-25,0.0,0.0,0.0,1.0,11.0,0.0,6.0,0.0,0,0,0
4647,구로구,2018-09-26,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0,0,0
4648,구로구,2018-09-27,0.0,0.0,0.0,1.0,7.0,2.0,6.0,0.0,0,0,0
4649,구로구,2018-09-28,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0,0,0
4650,구로구,2018-09-29,0.0,0.0,0.0,2.0,10.0,1.0,7.0,0.0,0,0,0
4651,구로구,2018-09-30,0.0,0.0,0.0,2.0,15.0,1.0,6.0,0.0,0,0,0
4652,구로구,2018-10-01,0.0,0.0,0.0,4.0,4.0,0.0,7.0,0.0,0,0,0
4653,구로구,2018-10-02,0.0,0.0,0.0,5.0,4.0,1.0,6.0,0.0,0,0,0
4654,구로구,2018-10-03,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4655,구로구,2018-10-04,0.0,0.0,0.0,4.0,3.0,2.0,4.0,0.0,0,0,0
4656,구로구,2018-10-05,25.5,5.0,0.0,3.0,1.0,0.0,4.0,1.0,0,0,0
4657,구로구,2018-10-06,66.5,13.5,0.0,0.0,8.0,1.0,6.0,1.0,0,0,0
4658,구로구,2018-10-07,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0
4659,구로구,2018-10-08,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0,0,0
4660,구로구,2018-10-09,0.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,0,0,0
4661,구로구,2018-10-10,6.5,6.5,0.0,1.0,2.0,0.0,2.0,1.0,0,0,0
4662,구로구,2018-10-11,0.0,0.0,0.0,2.0,4.0,1.0,7.0,0.0,0,0,0
4663,구로구,2018-10-12,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0,0,0
4664,구로구,2018-10-13,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0,0,0
4665,구로구,2018-10-14,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0,0,0
4666,구로구,2018-10-15,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4667,구로구,2018-10-16,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0,0,0
4668,구로구,2018-10-17,0.0,0.0,0.0,2.0,5.0,1.0,7.0,0.0,0,0,0
4669,구로구,2018-10-18,0.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,0,0,0
4670,구로구,2018-10-19,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0,0,0
4671,구로구,2018-10-20,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4672,구로구,2018-10-21,0.0,0.0,0.0,2.0,7.0,2.0,8.0,0.0,0,0,0
4673,구로구,2018-10-22,0.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0,0,0
4674,구로구,2018-10-23,6.5,6.5,0.0,4.0,9.0,0.0,8.0,1.0,0,0,0
4675,구로구,2018-10-24,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0,0,0
4676,구로구,2018-10-25,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0,0,0
4677,구로구,2018-10-26,13.5,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0
4678,구로구,2018-10-27,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0,0,0
4679,구로구,2018-10-28,5.5,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0,0,0
4680,구로구,2018-10-29,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0
4681,구로구,2018-10-30,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0,0,0
4682,구로구,2018-10-31,0.0,0.0,0.0,7.0,8.0,0.0,10.0,0.0,0,0,0
4683,구로구,2018-11-01,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0,0,0
4684,구로구,2018-11-02,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0,0,0
4685,구로구,2018-11-03,0.0,0.0,0.0,1.0,9.0,1.0,4.0,0.0,0,0,0
4686,구로구,2018-11-04,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0,0,0
4687,구로구,2018-11-05,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0,0,0
4688,구로구,2018-11-06,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0,0,0
4689,구로구,2018-11-07,2.0,1.5,0.0,2.0,3.0,0.0,4.0,1.0,0,0,0
4690,구로구,2018-11-08,58.5,7.5,0.0,4.0,9.0,0.0,6.0,1.0,0,0,0
4691,구로구,2018-11-09,0.5,2.0,0.0,0.0,5.0,2.0,5.0,1.0,0,0,0
4692,구로구,2018-11-10,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4693,구로구,2018-11-11,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0,0,0
4694,구로구,2018-11-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4695,구로구,2018-11-13,0.0,0.0,0.0,1.0,8.0,2.0,10.0,0.0,0,0,0
4696,구로구,2018-11-14,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0,0
4697,구로구,2018-11-15,0.0,0.0,1.0,3.0,9.0,1.0,9.0,0.0,0,0,0
4698,구로구,2018-11-16,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0,0,0
4699,구로구,2018-11-17,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0,0,0
4700,구로구,2018-11-18,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0,0,0
4701,구로구,2018-11-19,0.0,0.0,0.0,2.0,7.0,1.0,8.0,0.0,0,0,0
4702,구로구,2018-11-20,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0,0,0
4703,구로구,2018-11-21,2.5,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0,0,0
4704,구로구,2018-11-22,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4705,구로구,2018-11-23,0.0,0.0,0.0,2.0,7.0,2.0,5.0,0.0,0,0,0
4706,구로구,2018-11-24,13.5,3.5,0.0,2.0,6.0,2.0,6.0,1.0,0,0,0
4707,구로구,2018-11-25,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4708,구로구,2018-11-26,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0,0,0
4709,구로구,2018-11-27,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0,0,0
4710,구로구,2018-11-28,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0,0,0
4711,구로구,2018-11-29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
4712,구로구,2018-11-30,0.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,0,0,0
4713,구로구,2018-12-01,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0,0,0
4714,구로구,2018-12-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4715,구로구,2018-12-03,9.0,3.0,0.0,0.0,7.0,0.0,5.0,1.0,0,0,0
4716,구로구,2018-12-04,5.5,2.5,0.0,2.0,7.0,1.0,6.0,1.0,0,0,0
4717,구로구,2018-12-05,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0,0,0
4718,구로구,2018-12-06,0.0,0.0,1.0,2.0,4.0,0.0,7.0,0.0,0,0,0
4719,구로구,2018-12-07,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0,0,0
4720,구로구,2018-12-08,0.0,0.0,0.0,3.0,4.0,1.0,4.0,0.0,0,0,0
4721,구로구,2018-12-09,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0,0,0
4722,구로구,2018-12-10,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0,0,0
4723,구로구,2018-12-11,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0,0,0
4724,구로구,2018-12-12,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0
4725,구로구,2018-12-13,1.5,1.0,0.0,0.0,6.0,0.0,4.0,1.0,0,0,0
4726,구로구,2018-12-14,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0,0,0
4727,구로구,2018-12-15,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0,0,0
4728,구로구,2018-12-16,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0,0,0
4729,구로구,2018-12-17,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0,0
4730,구로구,2018-12-18,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0,0,0
4731,구로구,2018-12-19,0.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,0,0,0
4732,구로구,2018-12-20,0.0,0.0,1.0,0.0,12.0,0.0,6.0,0.0,0,0,0
4733,구로구,2018-12-21,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0
4734,구로구,2018-12-22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4735,구로구,2018-12-23,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0,0,0
4736,구로구,2018-12-24,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0,0,0
4737,구로구,2018-12-25,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0,0,0
4738,구로구,2018-12-26,0.0,0.0,0.0,2.0,8.0,0.0,7.0,0.0,0,0,0
4739,구로구,2018-12-27,0.0,0.0,0.0,1.0,8.0,0.0,5.0,0.0,0,0,0
4740,구로구,2018-12-28,0.0,0.0,0.0,1.0,7.0,0.0,5.0,0.0,0,0,0
4741,구로구,2018-12-29,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0
4742,구로구,2018-12-30,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0
