,가게링크,가게이름,가게주소,구 이름,별점
392,https://place.map.kakao.com/16626027,흥부보쌈,서울 관악구 신림로59길 15-13,관악구,4.3
393,https://place.map.kakao.com/27509674,낙성대돈까스,서울 관악구 인헌길 15 1층,관악구,4.1
394,https://place.map.kakao.com/1559664652,하륜일만족발 신림점,서울 관악구 호암로22길 82 해피원룸 1층,관악구,2.6
395,https://place.map.kakao.com/21330287,토방닭한마리 본점,서울 관악구 신림로22길 5,관악구,3.9
396,https://place.map.kakao.com/16846910,낙성기사식당,서울 관악구 봉천로 550,관악구,4.3
397,https://place.map.kakao.com/19337603,왕주먹,서울 관악구 신림로58길 21,관악구,3.8
398,https://place.map.kakao.com/14602460,사시사철흑염소오리,서울 관악구 남부순환로 1888 1층,관악구,3.4
399,https://place.map.kakao.com/602701068,안성각 2호점,서울 관악구 남현1길 26 2층,관악구,3.0
400,https://place.map.kakao.com/529365180,달리181,서울 관악구 난곡로53길 14,관악구,4.0
401,https://place.map.kakao.com/456631523,공간마카롱,서울 관악구 신림로 306 1층,관악구,5.0
402,https://place.map.kakao.com/26351095,크래프트한스 신림점,서울 관악구 남부순환로176길 10 2층,관악구,3.9
403,https://place.map.kakao.com/262685533,프로젝트서울,서울 관악구 봉천로 518-4 4층,관악구,2.9
404,https://place.map.kakao.com/1224056973,넥스트에디션 신림점,서울 관악구 남부순환로 1598 지하1층,관악구,5.0
405,https://place.map.kakao.com/24910037,더진국 신림점,서울 관악구 남부순환로 1598,관악구,3.4
406,https://place.map.kakao.com/596320792,돈가대박집,서울 관악구 봉천로 303 1층,관악구,3.6
407,https://place.map.kakao.com/1694450737,말뚝곱창 4호점,서울 관악구 조원로2길 32 1층,관악구,1.5
408,https://place.map.kakao.com/24869998,똥개네퓨전포차,서울 관악구 봉천로12길 63,관악구,4.5
409,https://place.map.kakao.com/27558967,돌초밥,서울 관악구 남부순환로 1929-16 1층,관악구,4.3
410,https://place.map.kakao.com/15922670,서도갈비,서울 관악구 봉천로 377 1층,관악구,3.5
411,https://place.map.kakao.com/239960824,문득낙성,서울 관악구 남부순환로 1929-9 102호,관악구,3.5
412,https://place.map.kakao.com/1502395791,사케바히토리,서울 관악구 낙성대로 22-11 1층,관악구,4.6
413,https://place.map.kakao.com/1687070813,쭈앤쭈,서울 관악구 관악로14길 11 1층,관악구,3.5
414,https://place.map.kakao.com/1289020581,저스트로맨틱,서울 관악구 신림로 134 1층,관악구,5.0
415,https://place.map.kakao.com/16735558,이가소머리국밥,서울 관악구 신림로7나길 32,관악구,3.6
416,https://place.map.kakao.com/24406956,싸움의고수 신림점,서울 관악구 신림로 307 1층,관악구,2.6
417,https://place.map.kakao.com/1211015576,리춘시장 샤로수길지점,서울 관악구 관악로14길 22,관악구,3.8
418,https://place.map.kakao.com/8085953,참치락,서울 관악구 남부순환로 2082-25,관악구,2.2
419,https://place.map.kakao.com/444101093,농장사람들,서울 관악구 남부순환로210길 6 1층,관악구,3.6
420,https://place.map.kakao.com/19142854,동해세꼬시 서울대점,서울 관악구 청룡1길 16,관악구,4.5
421,https://place.map.kakao.com/2027883306,버거킹 낙성대점,서울 관악구 남부순환로 1934 1층,관악구,2.1
422,https://place.map.kakao.com/15249973,독도쭈꾸미,서울 관악구 남부순환로226길 19,관악구,3.8
423,https://place.map.kakao.com/19699946,이행춘초밥 봉천본점,서울 관악구 관악로 229-1,관악구,3.2
424,https://place.map.kakao.com/27272547,크래프트라인,서울 관악구 과천대로 947 사당타워 지하1층,관악구,5.0
425,https://place.map.kakao.com/12578513,오발탄 사당점,서울 관악구 남부순환로 2074,관악구,2.6
426,https://place.map.kakao.com/16499383,양평해장국,서울 관악구 봉천로 229,관악구,2.9
427,https://place.map.kakao.com/12991036,투썸플레이스 서울대역중앙점,서울 관악구 봉천로 472 103호,관악구,4.4
428,https://place.map.kakao.com/43823644,궁 잔기지떡 서울대점,서울 관악구 청림6길 16,관악구,5.0
429,https://place.map.kakao.com/27381526,바람아래,서울 관악구 봉천로 459,관악구,3.7
430,https://place.map.kakao.com/26014179,미도정육식당,서울 관악구 남부순환로248길 38,관악구,2.7
431,https://place.map.kakao.com/982267295,투닷츠베이커리 (휴업중),서울 관악구 관천로 44 선인타운 1층 102호,관악구,3.7
432,https://place.map.kakao.com/340981663,최희성고려왕족발 분점,서울 관악구 청룡길 9,관악구,2.9
433,https://place.map.kakao.com/1924197516,이태리파파,서울 관악구 관악로12길 3-8 1층,관악구,4.7
434,https://place.map.kakao.com/15626827,미추원주추어탕 서울본점,서울 관악구 관악로 108,관악구,2.8
435,https://place.map.kakao.com/1675005522,임성용의부추곱창,서울 관악구 청룡1길 16 1층,관악구,3.4
436,https://place.map.kakao.com/658574738,씬챠호,서울 관악구 대학길 52 지하1층,관악구,4.4
437,https://place.map.kakao.com/16711942,남도음식전문점,서울 관악구 관악로28길 7,관악구,3.2
438,https://place.map.kakao.com/1564592937,와다닥 춘천숯불닭갈비,서울 관악구 시흥대로 558,관악구,5.0
439,https://place.map.kakao.com/27432658,형제집,서울 관악구 남부순환로 1592-5,관악구,3.0
440,https://place.map.kakao.com/576618051,불광옥,서울 관악구 봉천로 485,관악구,4.3
441,https://place.map.kakao.com/14819352,커피빈 서울대입구역점,"서울 관악구 관악로 161 2, 3층",관악구,4.2
442,https://place.map.kakao.com/17124942,롯데리아 구로디지털역점,서울 관악구 시흥대로 578,관악구,2.2
443,https://place.map.kakao.com/17768857,파스쿠찌 서울대점,서울 관악구 관악로 1 사범대간이식당 111동,관악구,3.1
444,https://place.map.kakao.com/1663060493,낮부엉이,서울 관악구 신림로65길 41,관악구,5.0
445,https://place.map.kakao.com/226864748,플로레스타229,서울 관악구 문성로 229,관악구,3.8
446,https://place.map.kakao.com/177923726,이진칸 서울대점,서울 관악구 남부순환로226길 9 3층,관악구,3.1
447,https://place.map.kakao.com/428443194,개미집 신림점,서울 관악구 신림로59길 8,관악구,3.1
448,https://place.map.kakao.com/724024839,미완성카페,서울 관악구 난곡로 350 1층,관악구,3.9
449,https://place.map.kakao.com/10521462,신안산낙지,서울 관악구 봉천로 213-20 1층,관악구,3.4
450,https://place.map.kakao.com/1473524459,정남옥,서울 관악구 신림로26길 24-8 1층,관악구,3.9
451,https://place.map.kakao.com/1805546225,안녕과자점,서울 관악구 남부순환로228길 20 1층,관악구,3.3
452,https://place.map.kakao.com/468458716,포차끝판왕,서울 관악구 신림로 321 동진빌딩 3층,관악구,0.0
453,https://place.map.kakao.com/661284239,홍푸차이 신림점,서울 관악구 남부순환로 1513,관악구,2.7
454,https://place.map.kakao.com/718213543,정성만두,서울 관악구 청룡길 27,관악구,4.7
455,https://place.map.kakao.com/1200084601,흑산도홍어,서울 관악구 남현1길 10 1층 101호,관악구,4.6
456,https://place.map.kakao.com/461426343,나에게오는길,서울 관악구 관악로14길 82 2층,관악구,3.8
457,https://place.map.kakao.com/24451877,써브웨이 신림역점,서울 관악구 신림로 344 SK허브그린,관악구,1.5
458,https://place.map.kakao.com/381302546,소백양샤브샤브,서울 관악구 봉천로 467 2층,관악구,4.3
459,https://place.map.kakao.com/27494808,커피버넷,서울 관악구 봉천로 595 1층,관악구,4.3
460,https://place.map.kakao.com/13100821,볏짚구이이야기 본점,서울 관악구 봉천로 482,관악구,3.7
461,https://place.map.kakao.com/13070377,담양에초대 사당역점,서울 관악구 남현1길 38-10 교통문화교육원 2층,관악구,4.3
462,https://place.map.kakao.com/1977357752,부산아지매국밥 사당역점,서울 관악구 남현1길 68-6 1층,관악구,2.6
463,https://place.map.kakao.com/1253142556,종로계림닭도리탕원조 서울대입구점,서울 관악구 관악로 152 2층,관악구,3.0
464,https://place.map.kakao.com/1551104504,영구키친,서울 관악구 청룡2길 19 1층,관악구,4.9
465,https://place.map.kakao.com/20743400,가마솥삼계탕,서울 관악구 대학6길 22 1 증,관악구,3.3
466,https://place.map.kakao.com/27302857,러브낚시카페 신림점,서울 관악구 봉천로 421 지하1층,관악구,4.5
467,https://place.map.kakao.com/70765889,세광양대창 서울대입구점,서울 관악구 관악로16길 13 2층,관악구,2.9
468,https://place.map.kakao.com/677469593,복돈이부추삼겹살집 신림3호점,서울 관악구 신림로65길 10-3 1층,관악구,4.2
469,https://place.map.kakao.com/833711012,옐로우버터드림,서울 관악구 관악로14나길 10 2층,관악구,3.2
470,https://place.map.kakao.com/26971222,백채김치찌개 봉리단길본점,서울 관악구 청룡1길 25,관악구,2.7
471,https://place.map.kakao.com/23391335,동해안회집,서울 관악구 신림로67길 11,관악구,5.0
472,https://place.map.kakao.com/1895633286,파고,서울 관악구 행운1길 40 신화로즈빌 1층 105호,관악구,4.3
473,https://place.map.kakao.com/13081841,써브웨이 서울대점,서울 관악구 관악로 156 호윤빌딩 1층,관악구,3.8
474,https://place.map.kakao.com/1348343284,곱창나라,서울 관악구 남부순환로 1597-15 1층,관악구,3.4
475,https://place.map.kakao.com/19345137,게장뷔페,서울 관악구 보라매로 34,관악구,2.7
476,https://place.map.kakao.com/1853133812,충칭마라훠궈,서울 관악구 관악로16길 46 1층,관악구,4.1
477,https://place.map.kakao.com/1384938456,삼곱식당 서울대역점,서울 관악구 관악로16길 38,관악구,3.2
478,https://place.map.kakao.com/24924311,KFC 서울대입구역점,서울 관악구 남부순환로 1810 1층,관악구,2.2
479,https://place.map.kakao.com/598996305,못골낙곱새,서울 관악구 남부순환로 1936 벽천빌딩 1층,관악구,4.6
480,https://place.map.kakao.com/1473307402,밥뚝딱김치&부대찌개,서울 관악구 청룡2길 39 1층,관악구,5.0
481,https://place.map.kakao.com/326221389,망원동티라미수 샤로수길점,서울 관악구 관악로14길 30,관악구,2.4
482,https://place.map.kakao.com/1724575777,토끼네마굿간,서울 관악구 남부순환로230길 28 2층,관악구,3.2
483,https://place.map.kakao.com/1104645895,화상손만두 낙성대점,서울 관악구 남부순환로244길 18,관악구,3.5
484,https://place.map.kakao.com/1479824234,꼬꼬아찌숯불치킨 신림역점,서울 관악구 남부순환로176길 6,관악구,3.6
485,https://place.map.kakao.com/1141033777,하라고지페,서울 관악구 관악로14길 106 지층,관악구,4.6
486,https://place.map.kakao.com/358502824,축상,서울 관악구 남부순환로 1848-6 지하1층,관악구,4.8
487,https://place.map.kakao.com/1836394356,맥주는별책부록,서울 관악구 관악로 155 지하 1층,관악구,4.5
488,https://place.map.kakao.com/1342485849,공차 사당본점,"서울 관악구 과천대로 945 2,3층",관악구,3.0
489,https://place.map.kakao.com/1578110430,일점사,서울 관악구 관악로16길 25 1층,관악구,4.0
490,https://place.map.kakao.com/1945371494,카페이루,서울 관악구 남부순환로272길 18,관악구,3.7
491,https://place.map.kakao.com/2008824114,1943,서울 관악구 신림로 329 2층,관악구,3.5
492,https://place.map.kakao.com/2118842523,달떡볶이,서울 관악구 장군봉1길 56,관악구,5.0
493,https://place.map.kakao.com/25100308,설빙 신림점,서울 관악구 남부순환로 1598 2층,관악구,1.3
494,https://place.map.kakao.com/1148615268,매일식당,서울 관악구 신림로 129,관악구,4.1
495,https://place.map.kakao.com/816257440,고래감자탕 신림점,서울 관악구 신림동길 23-1,관악구,2.4
496,https://place.map.kakao.com/19567618,호타루,서울 관악구 쑥고개로 139 지하1층,관악구,3.4
497,https://place.map.kakao.com/15920752,다부찌,서울 관악구 호암로24길 43,관악구,3.8
498,https://place.map.kakao.com/27094502,순보보,서울 관악구 봉천로62길 10,관악구,4.3
499,https://place.map.kakao.com/245927822,구루메키친,서울 관악구 신림로65길 41 테라타워 2층,관악구,3.6
500,https://place.map.kakao.com/1164939187,광고쓲,서울 서초구 강남대로 455,강남구,4.0
501,https://place.map.kakao.com/1757685932,광고삼시세끼 셰프반찬,서울 강남구 강남대로120길 42 지층,강남구,4.5
502,https://place.map.kakao.com/27531028,중앙해장,서울 강남구 영동대로86길 17 육인빌딩 1층,강남구,4.0
503,https://place.map.kakao.com/1950123074,스케줄 청담,서울 강남구 선릉로152길 37 지하1층,강남구,3.0
504,https://place.map.kakao.com/348276052,카페노티드 청담,서울 강남구 도산대로53길 15 1층,강남구,3.7
505,https://place.map.kakao.com/1770731230,팀호완 삼성점,서울 강남구 봉은사로86길 30 1층,강남구,3.5
506,https://place.map.kakao.com/856589054,호족반 청담,서울 강남구 언주로164길 39,강남구,3.6
507,https://place.map.kakao.com/179244712,꽁티드툴레아 도산점,서울 강남구 도산대로49길 39 1층,강남구,3.2
508,https://place.map.kakao.com/260283466,구구당,서울 강남구 강남대로102길 35,강남구,3.8
509,https://place.map.kakao.com/858715549,카페캠프통 압구정살롱점,서울 강남구 압구정로42길 27,강남구,3.5
510,https://place.map.kakao.com/714214219,랑데자뷰 강남점,서울 강남구 봉은사로6길 39 1층,강남구,3.3
511,https://place.map.kakao.com/1458885971,다운타우너 청담,서울 강남구 도산대로53길 14 1층,강남구,4.2
512,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,서울 강남구 테헤란로 129 강남N타워 1층,강남구,3.2
513,https://place.map.kakao.com/18076495,바비레드 강남본점,서울 강남구 봉은사로6길 39 지하1층,강남구,4.5
514,https://place.map.kakao.com/27584230,진미평양냉면,서울 강남구 학동로 305-3 정각빌딩 1층,강남구,3.7
515,https://place.map.kakao.com/8332375,영천영화 청담점,서울 강남구 도산대로90길 3,강남구,3.5
516,https://place.map.kakao.com/8746906,압구정공주떡,서울 강남구 논현로161길 10 1층,강남구,3.8
517,https://place.map.kakao.com/26572124,울프강스테이크하우스,서울 강남구 선릉로152길 21 영인빌딩 1층,강남구,3.7
518,https://place.map.kakao.com/1863534623,보슬보슬,서울 강남구 테헤란로8길 22 1층 102호,강남구,
519,https://place.map.kakao.com/1238400864,땀땀,서울 강남구 역삼동 817-31,강남구,3.4
520,https://place.map.kakao.com/17163273,농민백암순대 본점,서울 강남구 선릉로86길 40-4 알앤지타운 1층,강남구,4.3
521,https://place.map.kakao.com/25891059,어글리스토브 강남역점,서울 강남구 강남대로98길 20 1층,강남구,3.4
522,https://place.map.kakao.com/11190567,뽕나무쟁이 선릉본점,서울 강남구 역삼로65길 31,강남구,4.1
523,https://place.map.kakao.com/12140312,몽중헌 청담점,서울 강남구 도산대로 445 엠빌딩 지하1층,강남구,3.8
524,https://place.map.kakao.com/558503389,까폼 본점,서울 강남구 선릉로153길 18 지하1층,강남구,4.2
525,https://place.map.kakao.com/1480354584,카츠바이콘반,서울 강남구 선릉로153길 36 1층,강남구,4.2
526,https://place.map.kakao.com/41523202,리틀넥 청담,서울 강남구 도산대로51길 17 1층,강남구,3.9
527,https://place.map.kakao.com/19880897,새벽집 청담점,서울 강남구 도산대로101길 6,강남구,3.1
528,https://place.map.kakao.com/1124684582,어거스트힐,서울 강남구 강남대로106길 25 1층,강남구,4.4
529,https://place.map.kakao.com/26307587,라그릴리아 SPC스퀘어점,서울 강남구 강남대로 352 SPC스퀘어 3층,강남구,3.6
530,https://place.map.kakao.com/1503746075,창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층,강남구,3.2
531,https://place.map.kakao.com/12747379,정식당,서울 강남구 선릉로158길 11,강남구,4.4
532,https://place.map.kakao.com/22837049,알베르,서울 강남구 강남대로102길 34,강남구,2.9
533,https://place.map.kakao.com/1106428073,정월,서울 강남구 강남대로102길 46 1층,강남구,3.7
534,https://place.map.kakao.com/17662981,포브라더스 도곡점,서울 강남구 논현로28길 40 덕영빌딩,강남구,3.5
535,https://place.map.kakao.com/1860681564,테라로사 포스코센터점,서울 강남구 테헤란로 440 포스코센터 1층,강남구,3.9
536,https://place.map.kakao.com/850873071,정돈,서울 강남구 강남대로110길 26 1층,강남구,4.1
537,https://place.map.kakao.com/8144397,강강술래 역삼점,서울 강남구 논현로 325,강남구,3.7
538,https://place.map.kakao.com/1168471307,맘마미아,서울 강남구 압구정로42길 45,강남구,3.0
539,https://place.map.kakao.com/25744174,수담한정식,서울 강남구 봉은사로 418,강남구,3.4
540,https://place.map.kakao.com/1937691860,카페413프로젝트,서울 강남구 논현로97길 19-11,강남구,4.1
541,https://place.map.kakao.com/251456396,온달집 본점,서울 강남구 강남대로152길 28 1층,강남구,3.5
542,https://place.map.kakao.com/2005375589,썸띵어바웃커피,서울 강남구 강남대로102길 30 1~3층,강남구,3.7
543,https://place.map.kakao.com/935826913,아우어베이커리 가로수길점,서울 강남구 강남대로162길 39,강남구,4.0
544,https://place.map.kakao.com/1511737742,돝고기506,"서울 강남구 역삼로17길 53 서연빌딩 2,3층",강남구,3.2
545,https://place.map.kakao.com/25046575,뱃고동,서울 강남구 언주로172길 54 지하 1층,강남구,3.4
546,https://place.map.kakao.com/1851273390,페어링룸,서울 강남구 도산대로81길 14 1층,강남구,4.0
547,https://place.map.kakao.com/714223410,칙피스 가로수길점,서울 강남구 강남대로152길 69,강남구,4.0
548,https://place.map.kakao.com/8475048,한일관 압구정점,서울 강남구 압구정로38길 14,강남구,3.5
549,https://place.map.kakao.com/13102233,세종한우 2호점,서울 강남구 논현로 642,강남구,3.1
550,https://place.map.kakao.com/19808159,오리지널 팬케이크하우스 가로수길점,서울 강남구 강남대로162길 41 동원빌딩 1층,강남구,3.4
551,https://place.map.kakao.com/741391811,육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층,강남구,4.1
552,https://place.map.kakao.com/7857098,뜨락,서울 강남구 영동대로142길 13-3,강남구,3.5
553,https://place.map.kakao.com/21306153,경천애인2237,서울 강남구 테헤란로 421 암천빌딩 3층,강남구,4.1
554,https://place.map.kakao.com/1337569618,부타이,서울 강남구 테헤란로88길 22 지하 1층,강남구,3.6
555,https://place.map.kakao.com/7815078,대가방 본점,서울 강남구 선릉로145길 13 럭스웨이빌딩 1층,강남구,3.3
556,https://place.map.kakao.com/66544493,일일향 1호점,서울 강남구 논현로168길 30,강남구,3.0
557,https://place.map.kakao.com/1469510606,빌즈 강남,서울 강남구 테헤란로 142 아크플레이스 2층,강남구,3.3
558,https://place.map.kakao.com/1777540958,크래버대게나라 강남점,서울 강남구 언주로 620 현대인텔렉스빌딩 1층,강남구,4.1
559,https://place.map.kakao.com/16421356,농민백암왕순대,서울 강남구 역삼로3길 20-4,강남구,4.6
560,https://place.map.kakao.com/27512695,길목,서울 강남구 영동대로129길 10 1층,강남구,4.3
561,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,서울 강남구 강남대로 416 2층,강남구,4.1
562,https://place.map.kakao.com/27261403,능라도 강남점,서울 강남구 삼성로 534,강남구,3.7
563,https://place.map.kakao.com/18685434,코다차야 강남점,서울 강남구 강남대로 468 지하1층,강남구,3.0
564,https://place.map.kakao.com/11356521,신동궁감자탕뼈숯불구이 선릉직영점,서울 강남구 선릉로86길 39,강남구,3.6
565,https://place.map.kakao.com/95713992,장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층,강남구,3.2
566,https://place.map.kakao.com/1720885570,블루보틀 압구정카페,서울 강남구 논현로 854 안다즈호텔 101호,강남구,3.2
567,https://place.map.kakao.com/652287285,오복수산 도산점,서울 강남구 도산대로53길 14 2층,강남구,3.6
568,https://place.map.kakao.com/2011092566,두껍삼 역삼직영점,서울 강남구 테헤란로8길 17 1~3층,강남구,3.2
569,https://place.map.kakao.com/24371711,쮸즈,서울 강남구 도산대로17길 9,강남구,3.8
570,https://place.map.kakao.com/13575898,갓덴스시 강남점,서울 강남구 테헤란로 109 강남제일빌딩 1층,강남구,3.8
571,https://place.map.kakao.com/24073852,밍글스,서울 강남구 도산대로67길 19 힐탑빌딩 2층,강남구,4.0
572,https://place.map.kakao.com/2111300834,피양옥,서울 강남구 삼성로133길 14 1층 101호,강남구,3.5
573,https://place.map.kakao.com/1545245527,덕후선생,서울 강남구 선릉로 822 유리빌딩 5층,강남구,3.1
574,https://place.map.kakao.com/13294737,해몽,서울 강남구 학동로41길 32,강남구,4.2
575,https://place.map.kakao.com/23829251,스시코우지,서울 강남구 도산대로 404 퍼스트빌딩 2층,강남구,4.5
576,https://place.map.kakao.com/2120434164,소진담 신사점,"서울 강남구 논현로161길 51 지하1층, 1층",강남구,4.1
577,https://place.map.kakao.com/429895682,도산분식 압구정점,서울 강남구 도산대로49길 10-6 젤로빌딩 1층,강남구,3.0
578,https://place.map.kakao.com/586363951,크라이치즈버거 삼성역점,서울 강남구 테헤란로 616 미래에셋벤처타워 지하1층,강남구,4.2
579,https://place.map.kakao.com/8098721,최가네 버섯샤브매운탕칼국수,서울 강남구 도산대로51길 36 2층,강남구,4.6
580,https://place.map.kakao.com/1248615345,텍사스데브라질 압구정점,서울 강남구 논현로 854 지하 1층,강남구,3.1
581,https://place.map.kakao.com/1576421052,대낚식당,서울 강남구 역삼로 137 1층,강남구,3.5
582,https://place.map.kakao.com/11426596,도수향,서울 강남구 선릉로161길 21-4,강남구,3.0
583,https://place.map.kakao.com/26856753,브루클린더버거조인트 가로수길점,서울 강남구 도산대로15길 12 YG빌딩 1층,강남구,3.9
584,https://place.map.kakao.com/18948155,은행골 신사점,서울 강남구 강남대로152길 42 2층,강남구,4.0
585,https://place.map.kakao.com/1912710954,구스아일랜드 브루하우스,서울 강남구 역삼로 118,강남구,3.7
586,https://place.map.kakao.com/22549791,마일스톤커피,서울 강남구 논현로159길 49 1층,강남구,4.3
587,https://place.map.kakao.com/12435058,리북집 논현직영점,서울 강남구 학동로2길 47,강남구,3.7
588,https://place.map.kakao.com/19351143,삼원가든 본점(휴업중),서울 강남구 언주로 835,강남구,3.2
589,https://place.map.kakao.com/26330643,마녀주방 강남점,"서울 강남구 강남대로94길 9 크리스탈빌딩 지하 1, 2층",강남구,3.7
590,https://place.map.kakao.com/18324313,미미면가 본점,서울 강남구 강남대로160길 29 1층,강남구,3.7
591,https://place.map.kakao.com/977331811,스시소라,서울 강남구 삼성로85길 33 현대썬앤빌 2층 203호,강남구,4.0
592,https://place.map.kakao.com/27402317,압구정곱창,서울 강남구 압구정로42길 25-8,강남구,4.0
593,https://place.map.kakao.com/870825710,달맞이,서울 강남구 강남대로128길 10,강남구,4.1
594,https://place.map.kakao.com/10339970,마켓오 도곡점,서울 강남구 남부순환로 2745,강남구,3.2
595,https://place.map.kakao.com/18597642,미즈컨테이너 이스트점,서울 강남구 강남대로102길 13-3,강남구,3.7
596,https://place.map.kakao.com/7891890,별양집,"서울 강남구 테헤란로43길 17 지하1층, 1층",강남구,4.6
597,https://place.map.kakao.com/8140834,한성칼국수,서울 강남구 언주로148길 14 청호상가빌딩 가동 2층,강남구,3.8
598,https://place.map.kakao.com/2133130811,더페이머스버거 신사점,서울 강남구 도산대로 113,강남구,3.5
599,https://place.map.kakao.com/1262079557,송쉐프,서울 강남구 도산대로1길 40,강남구,3.7
600,https://place.map.kakao.com/14532428,묵전,서울 강남구 언주로168길 22,강남구,3.8
601,https://place.map.kakao.com/8123533,피양콩할마니 본점,서울 강남구 삼성로81길 30,강남구,3.2
602,https://place.map.kakao.com/20895830,봉우리 역삼본점,서울 강남구 논현로94길 25-3,강남구,3.4
603,https://place.map.kakao.com/8664636,곰바위,서울 강남구 영동대로115길 10,강남구,3.2
604,https://place.map.kakao.com/26575569,무월 강남점,서울 강남구 봉은사로4길 21,강남구,3.2
605,https://place.map.kakao.com/16063439,맛짱조개,서울 강남구 언주로136길 10 1층,강남구,4.1
606,https://place.map.kakao.com/19678005,긴자 청담점,서울 강남구 도산대로 534,강남구,3.8
607,https://place.map.kakao.com/7983060,신동궁감자탕 역삼본점,서울 강남구 테헤란로10길 21,강남구,3.3
608,https://place.map.kakao.com/1120567503,우정양곱창,서울 강남구 도산대로30길 23 1층,강남구,3.9
609,https://place.map.kakao.com/63672709,카페써드,서울 강남구 선릉로131길 11 1층,강남구,3.5
610,https://place.map.kakao.com/26858784,일일향 2호점,서울 강남구 봉은사로 167,강남구,3.5
611,https://place.map.kakao.com/833400817,아우어베이커리 도산본점,서울 강남구 도산대로45길 10-11,강남구,3.3
612,https://place.map.kakao.com/10972091,홍명,서울 강남구 논현로131길 10,강남구,3.4
613,https://place.map.kakao.com/27220692,C27 가로수길본점,서울 강남구 도산대로15길 39,강남구,3.4
614,https://place.map.kakao.com/168079537,60년전통신촌황소곱창 강남직영점,서울 강남구 강남대로100길 13 1층,강남구,3.1
615,https://place.map.kakao.com/1348877274,오엔 카페앤레스토랑,서울 강남구 압구정동 380-2 한강공원 잠원지구,강남구,2.5
616,https://place.map.kakao.com/2073285111,신사모소리,서울 강남구 도산대로1길 24,강남구,4.6
617,https://place.map.kakao.com/305164716,버터풀&크리멀러스,서울 강남구 언주로172길 59 삼두빌딩 1층,강남구,4.2
618,https://place.map.kakao.com/14569639,이도곰탕 본점,서울 강남구 논현로94길 29-5,강남구,4.0
619,https://place.map.kakao.com/12250697,한잔의추억,서울 강남구 논현로175길 68,강남구,2.9
620,https://place.map.kakao.com/10159026,고센,서울 강남구 선릉로158길 18,강남구,2.4
621,https://place.map.kakao.com/850712723,루위,서울 강남구 도산대로 211,강남구,3.4
622,https://place.map.kakao.com/21311108,마켓오 압구정점,서울 강남구 도산대로 310 2층,강남구,4.0
623,https://place.map.kakao.com/27315574,삼육가 논현직영점,서울 강남구 강남대로114길 8,강남구,3.8
624,https://place.map.kakao.com/263830255,강남곱,"서울 강남구 역삼로3길 12 1, 2층",강남구,3.9
625,https://place.map.kakao.com/12418029,을밀대 강남점,서울 강남구 테헤란로4길 46 지하1층,강남구,3.3
626,https://place.map.kakao.com/1550956442,타르틴베이커리 도산점,"서울 강남구 언주로168길 24 1,2층",강남구,3.4
627,https://place.map.kakao.com/13092552,만두집,서울 강남구 압구정로 338,강남구,3.4
628,https://place.map.kakao.com/2014699390,맷카페,서울 강남구 학동로50길 42 1층,강남구,3.9
629,https://place.map.kakao.com/1083471895,콴안다오,서울 강남구 강남대로156길 28-2 1층,강남구,4.5
630,https://place.map.kakao.com/8128865,필경재,서울 강남구 광평로 205,강남구,3.6
631,https://place.map.kakao.com/24949293,오스테리아 꼬또 압구정점,서울 강남구 언주로165길 7-12,강남구,3.0
632,https://place.map.kakao.com/14535331,마코토 청담점,서울 강남구 압구정로80길 37 이에스빌딩 2층,강남구,4.6
633,https://place.map.kakao.com/14590990,작은공간,서울 강남구 남부순환로359길 31,강남구,3.5
634,https://place.map.kakao.com/909184198,몽중헌 대치점,서울 강남구 영동대로 325 S-TOWER 1층,강남구,3.7
635,https://place.map.kakao.com/19601351,트리아농,서울 강남구 학동로59길 43,강남구,3.1
636,https://place.map.kakao.com/1117702712,진전복삼계탕,서울 강남구 선릉로129길 21 1층,강남구,4.4
637,https://place.map.kakao.com/11354494,오아시스 청담점,서울 강남구 도산대로55길 20 영빌딩 1층,강남구,3.4
638,https://place.map.kakao.com/901836680,현우동,서울 강남구 논현로149길 53,강남구,3.8
639,https://place.map.kakao.com/8163082,강남면옥 신사점,서울 강남구 논현로152길 34 1층,강남구,3.4
640,https://place.map.kakao.com/1780387311,수입식당,서울 강남구 논현로79길 62 지하1층,강남구,3.1
641,https://place.map.kakao.com/22400767,10꼬르소꼬모카페,서울 강남구 압구정로 416 더트리니티빌딩 지하1층,강남구,2.9
642,https://place.map.kakao.com/26565017,진대감 선릉점,서울 강남구 테헤란로70길 25,강남구,4.6
643,https://place.map.kakao.com/1402068738,정돈프리미엄,서울 강남구 강남대로160길 28,강남구,4.0
644,https://place.map.kakao.com/1465968863,감성타코 강남역점,서울 강남구 강남대로 406 지하1층,강남구,3.0
645,https://place.map.kakao.com/1508981188,잠수교집 5호점,서울 강남구 언주로153길 14,강남구,2.8
646,https://place.map.kakao.com/669550538,도쿄등심 선릉점,서울 강남구 테헤란로 337 화남빌딩 14층,강남구,3.2
647,https://place.map.kakao.com/8156521,한우리 본점,서울 강남구 도산대로 304 한우리외식사업(주),강남구,2.4
648,https://place.map.kakao.com/530432745,테일러커피 신사점,서울 강남구 강남대로160길 31 1층,강남구,4.3
